"companyName","profileUrl","location","logoUrl","companyType","revenue","establishedYear","description","isVerified","api_status","api_confidence","api_company_linkedin","api_website","api_num_employees","api_industry","api_has_div8_estimators","api_icp_match","api_notes","api_company_name","api_description","api_leads_raw_json","api_lead_count","is_qualified","qualification_reason","api_error"
"River City Millwork, Inc.","https://www.thomasnet.com/company/river-city-millwork-inc-1301865/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Rockford, IL 61104","","Distributor*","$25 - 49.9 Mil Revenue","1990.0","Distributor of architectural products and millwork supplies. Products include adhesives, sealants, structural columns, interior/exterior doors, door hardware, door frames, mouldings, attic stairs, stair parts and vinyl windows.","No","Success","8.5","https://www.linkedin.com/company/river-city-millwork-inc","https://rivercitymillwork.com/","Approximately 24","Millwork and Architectural Building Products Distributor and Manufacturer","Unknown; no explicit DIV 8 estimators found but possible given product lines and past employees with estimator roles","Yes. River City Millwork, Inc. is similar to other door suppliers like Overly Door Co., Acudor Products, Inc., and voestalpine Roll Forming Corporation due to overlapping products such as doors, hardware, and millwork supplies, and market segment relevance.","River City Millwork, Inc. is a distributor and manufacturer of architectural millwork products including interior/exterior doors, door hardware, door frames, mouldings, stair parts, vinyl windows, adhesives, sealants, and structural columns. The company is located in Rockford, IL and operates approximately with 24 employees. It is part of Rugby Architectural Building Products. The company website provides contact details and product offerings. No verified Rockford-specific LinkedIn company page exists, and no direct confirmation of DIV 8 estimators but product lines suggest the likely presence. Key identified personnel include Paul Parks (President) and Tim Zumbro (Branch Manager). The company aligns well with door manufacturing and supply industry segments, confirming ICP match to similar door suppliers.","River City Millwork, Inc.","Distributor of architectural products and millwork supplies. Products include adhesives, sealants, structural columns, interior/exterior doors, door hardware, door frames, mouldings, attic stairs, stair parts and vinyl windows.","[{""name"": ""Tim Zumbro"", ""email"": """", ""company"": ""River City Millwork, Inc."", ""title"": ""Branch Manager"", ""phone"": """", ""score"": ""7"", ""linkedin"": ""https://www.linkedin.com/in/tim-zumbro-a4019941""}, {""name"": ""Paul Parks"", ""email"": """", ""company"": ""River City Millwork, Inc."", ""title"": ""President"", ""phone"": """", ""score"": ""6"", ""linkedin"": """"}]","2.0","False","Good confidence score; Matches ICP; No decision makers found",""
"Santa Fe Heritage Door Company's","https://www.thomasnet.com/company/santa-fe-heritage-door-company-s-30164523/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Santa Fe, NM 87501","","Manufacturer*","$1 - 4.9 Mil Revenue","","Manufacturer Offering A Range Of Custom Doors, Gates & Hardware Including Exterior Glass, Interior & Distressed Doors.","No","Success","7.5","","","10-50","Custom door manufacturing and furniture wholesale","No evidence of employed Division 8 estimators found","No. Santa Fe Heritage Door Company focuses on custom, artisanal, smaller scale door manufacturing unlike larger industrial door suppliers such as Overly Door Co., Acudor Products, Inc., and voestalpine Roll Forming Corporation which operate at a more industrial scale.","Santa Fe Heritage Door Company is a small to medium-sized artisanal custom door and gate manufacturer based in Santa Fe, NM. It has limited digital presence with no verified official website or LinkedIn company profile found. The company specializes in handcrafted wooden doors including exterior glass, interior, and distressed doors, focusing on traditional and contemporary designs. No confirmed Division 8 estimators or key leadership profiles were identified; further targeted LinkedIn searches are recommended. Contact phone numbers include (505) 984-8909 and (505) 988-3328 with a physical address at 36 Bisbee Ct, Santa Fe, NM 87508.","Santa Fe Heritage Door Company","Manufacturer Offering A Range Of Custom Doors, Gates & Hardware Including Exterior Glass, Interior & Distressed Doors.","[]","0.0","False","Good confidence score; Does not match ICP; No decision makers found",""
"Copper Iron Designs, Inc.","https://www.thomasnet.com/company/copper-iron-designs-inc-30754553/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Napa, CA 94559","","Custom Manufacturer*","$1 Mil Revenue","1993.0","Custom manufacturer of balconies and curved railings. Products include handrails, entry gates, fireplaces, cave doors and kitchen hoods. Materials handled include aluminum, bronze and stainless steel.","No","Success","9.5","https://www.linkedin.com/company/copper-iron-designs-inc","https://cufenapa.com/","2-10","Arts & Crafts; Architectural/Structural Metals Manufacturing","No","No, Copper Iron Designs, Inc. does not closely match traditional door suppliers like Overly Door Co., Acudor Products, or voestalpine Roll Forming Corporation because the company focuses on custom artistic metal fabrication rather than standardized door manufacturing or supply.","Copper Iron Designs, Inc. is a small, custom architectural metal fabrication company based in Napa, California, specializing in balconies, railings, gates, fireplaces, cave doors, and kitchen hoods made from aluminum, bronze, and stainless steel. It does not engage in mass door production or supply. Their business is distinct from traditional door manufacturers, focusing on boutique projects emphasizing design and craftsmanship. The company does not employ specialized Division 8 estimators and has limited overlap with typical door suppliers, making it marginally relevant to door supply primarily through custom gate elements.","Copper Iron Designs, Inc.","Custom manufacturer of balconies and curved railings. Products include handrails, entry gates, fireplaces, cave doors and kitchen hoods. Materials handled include aluminum, bronze and stainless steel.","[{""name"": ""Andrew Bradford"", ""email"": ""copperirondesigns@yahoo.com"", ""company"": ""Copper Iron Designs, Inc."", ""title"": ""Founder, President, Designer, Fabricator"", ""phone"": ""707-249-2728"", ""score"": ""9"", ""linkedin"": ""https://www.linkedin.com/in/andrew-bradford-24a30916""}]","1.0","False","Good confidence score; Does not match ICP; No decision makers found",""
"Sun Valley Supply, Inc.","https://www.thomasnet.com/company/sun-valley-supply-inc-30942775/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Dewey, AZ 86327","","Distributor*","$5 - 9.9 Mil Revenue","","Distributor of building and acoustical products for commercial applications. Drywall, insulation, mesh, masking film, lumber, anchors, adhesives, coatings, clips, access doors, staples, screws and tapes are available. Eyeglasses, N95 respirators and gloves are also offered.","No","Success","8.5","https://www.linkedin.com/company/sun-valley-supply-inc","https://sunvalleysupply.com","51-200","Wholesale Building Materials Distributor","No evidence of Div 8 estimators on staff","Partial match to door suppliers; offers access doors but not specialized in doors","Sun Valley Supply, Inc. is a general building materials distributor with a broad product range including drywall, insulation, acoustical tiles, steel framing, fasteners, adhesives, coatings, access doors, safety equipment, and tools. While they offer access doors, they are not specialized door suppliers like Overly Door Co., Acudor Products, or voestalpine Roll Forming Corporation. Their ICP match to door suppliers is partial due to product overlap but not specialization. The company has no publicly available C-suite executives, VPs, directors, or Div 8 estimators.","Sun Valley Supply, Inc.","Distributor of building and acoustical products for commercial applications. Drywall, insulation, mesh, masking film, lumber, anchors, adhesives, coatings, clips, access doors, staples, screws and tapes are available. Eyeglasses, N95 respirators and gloves are also offered.","[{""name"": ""Robert Martinez"", ""email"": """", ""company"": ""Sun Valley Supply, Inc."", ""title"": ""Occupational Health and Safety Manager"", ""phone"": """", ""score"": ""6"", ""linkedin"": """"}, {""name"": ""Steve Pritchard"", ""email"": """", ""company"": ""Sun Valley Supply, Inc."", ""title"": ""Yard Manager"", ""phone"": """", ""score"": ""5"", ""linkedin"": """"}]","2.0","False","Good confidence score; Does not match ICP; No decision makers found",""
"Elliott Woodworking","https://www.thomasnet.com/company/elliott-woodworking-30981564/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Pontiac, MI 48342","","Custom Manufacturer*","","1920.0","Custom manufacturer of wood products. Cabinet doors, drawer boxes or fronts, and butcher block countertops are offered. Cabinets are also offered.","No","Success","9.5","https://www.linkedin.com/company/elliott-woodworking","https://www.elliottwoodworking.com","11-50","Woodworking / custom wood product manufacturing","No","No, because Elliott Woodworking produces a broader range of custom wood products including cabinetry and butcher block countertops, not primarily door supply like Overly Door Co. or Acudor Products, Inc.","Elliott Woodworking specializes in custom cabinet doors, drawer boxes/fronts, butcher block countertops, and custom cabinetry. While they produce cabinet doors, their primary focus is broader custom wood product manufacturing rather than door supply. No evidence of Division 8 estimators on staff. The company is family-owned with a longstanding heritage since 1920, located in Pontiac, Michigan, USA.","Elliott Woodworking","Custom manufacturer of wood products. Cabinet doors, drawer boxes or fronts, and butcher block countertops are offered. Cabinets are also offered.","[{""name"": ""Mark Elliott"", ""email"": ""mark@elliottwoodworking.com"", ""company"": ""Elliott Woodworking"", ""title"": ""Owner"", ""phone"": ""(248) 821-3987"", ""score"": ""9"", ""linkedin"": ""https://www.linkedin.com/in/mark-elliott-b6a61053""}]","1.0","False","Good confidence score; Does not match ICP; No decision makers found",""
"Redwin Industries, Inc.","https://www.thomasnet.com/company/redwin-industries-inc-950372/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Bohemia, NY 11716","","Distributor* , Manufacturer","$5 - 9.9 Mil Revenue","","Windows, Doors, Awnings, Enclosures, Rooms, Sunrooms, Buildings","No","Failed","","","","","","","","","","","","","","","Server error '502 Bad Gateway' for url 'https://api.sixtyfour.ai/enrich-company'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502"
"Winchester Industries, Inc.","https://www.thomasnet.com/company/winchester-industries-inc-966615/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Saltsburg, PA 15681","","Manufacturer*","$10 - 24.9 Mil Revenue","1983.0","Manufacturer of replacement windows and doors for security purposes. Made from wood, aluminum, vinyl and steel materials. Window types include bristol, double-hung, tilt, screen, slider, casement, awning, picture, bay and bow, garden, combination and hopper. Door types include entry, sliding, vertical, weather sealed, patio, rain glass and laurel brass.","No","Success","9.2","https://www.linkedin.com/company/winchester-industries","https://winchesterwindows.net/","17 (estimated)","Building Materials (Replacement windows and doors manufacturing)","No explicit evidence of Division 8 estimators employed internally","Yes, Winchester Industries, Inc. matches the ICP as it is similar to other door suppliers like Overly Door Co., Acudor Products, Inc., and voestalpine Roll Forming Corporation based on product lines, dealer network, and industry focus, but differentiates itself through proprietary triple-pane window technology and exclusive dealer network strategy.","Winchester Industries, Inc. is a specialized manufacturer of true triple-pane replacement windows and steel entry/patio doors with strong emphasis on security and energy efficiency. The company operates a dealer-exclusive network, differentiates itself with patented locking systems and custom-made products, and fits well within the building materials industry for door and window suppliers. Leadership includes President Michael F. Sugrue and Marketing Director Pat Moser; no divisional estimators found. The company is a small-medium enterprise with approx. 17 employees, based in Saltsburg, PA.","Winchester Industries, Inc.","Manufacturer of replacement windows and doors for security purposes. Made from wood, aluminum, vinyl and steel materials. Window types include bristol, double-hung, tilt, screen, slider, casement, awning, picture, bay and bow, garden, combination and hopper. Door types include entry, sliding, vertical, weather sealed, patio, rain glass and laurel brass.","[{""name"": ""Michael F. Sugrue"", ""email"": ""mfsugrue@winchesterwindows.net"", ""company"": ""Winchester Industries, Inc."", ""title"": ""President"", ""phone"": ""(724) 639-3551"", ""score"": ""9"", ""linkedin"": ""https://www.linkedin.com/in/michael-f-sugrue-9b48a893""}, {""name"": ""Pat Moser"", ""email"": """", ""company"": ""Winchester Industries, Inc."", ""title"": ""Marketing Director"", ""phone"": """", ""score"": ""7"", ""linkedin"": ""https://www.linkedin.com/in/pat-moser-4b335637""}, {""name"": ""Wanda Coleman"", ""email"": """", ""company"": ""Winchester Industries, Inc."", ""title"": ""Sales Director"", ""phone"": """", ""score"": ""6"", ""linkedin"": ""https://www.linkedin.com/in/wanda-coleman-05901967""}, {""name"": ""Dean Winchester"", ""email"": """", ""company"": ""Winchester Industries, Inc."", ""title"": ""Engineer"", ""phone"": """", ""score"": ""5"", ""linkedin"": ""https://www.linkedin.com/in/dean-winchester-982634243""}, {""name"": ""Pete Toomey"", ""email"": """", ""company"": ""Winchester Industries, Inc."", ""title"": ""Vice President (unconfirmed)"", ""phone"": """", ""score"": ""4"", ""linkedin"": ""https://www.linkedin.com/in/pete-toomey-68557083""}]","5.0","False","Good confidence score; Matches ICP; No decision makers found",""
"Waukegan Gurnee Glass Company","https://www.thomasnet.com/company/waukegan-gurnee-glass-company-30798521/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Gurnee, IL 60031","","Custom Manufacturer*","$5 - 9.9 Mil Revenue","","Custom manufacturer of doors and glass enclosures. Products include window screens, sun shades, cabinets, table top, storm doors and windows, storefronts, curtain walls, stairs and hand rails.","No","Success","9.0","https://www.linkedin.com/company/waukegan-gurnee-glass","https://www.wgglass.com","11-50","Construction / Architectural Glass and Door Manufacturing","Yes, confirmed presence of Division 8 estimators via Michael Pope, Commercial Estimator and Project Manager","Yes, the company matches other door suppliers like Overly Door Co., Acudor Products, Inc., and voestalpine Roll Forming Corporation due to their focus on custom door manufacturing and supply, overlapping product offerings, and service areas.","Waukegan Gurnee Glass Company is a family-owned, multi-generational business specializing in custom manufacturing and installation of doors, glass enclosures, windows, storefronts, curtain walls, and more. They have strong presence in residential and commercial markets across Northern Illinois and Southern Wisconsin. The company fits well within the ICP for door manufacturing and supply with a focus on quality fabrication, rapid turnaround, and membership in the National Glass Association with warranty offerings.","Waukegan Gurnee Glass Company","Custom manufacturer of doors and glass enclosures. Products include window screens, sun shades, cabinets, table top, storm doors and windows, storefronts, curtain walls, stairs and hand rails.","[{""name"": ""Anthony Pope"", ""email"": """", ""company"": ""Waukegan Gurnee Glass Company"", ""title"": ""President"", ""phone"": ""(847) 623-4141"", ""score"": ""9"", ""linkedin"": ""https://www.linkedin.com/in/anthony-pope-7749163""}, {""name"": ""Michael Pope"", ""email"": """", ""company"": ""Waukegan Gurnee Glass Company"", ""title"": ""Commercial Estimator and Project Manager"", ""phone"": ""(847) 623-4141"", ""score"": ""8"", ""linkedin"": ""https://www.linkedin.com/in/michael-pope-652b417a""}, {""name"": ""Heather B."", ""email"": """", ""company"": ""Waukegan Gurnee Glass Company"", ""title"": ""Production Manager / Partner"", ""phone"": ""(847) 623-4141"", ""score"": ""7"", ""linkedin"": ""https://www.linkedin.com/in/heather-b-56b2372b""}, {""name"": ""Kevin Grissom"", ""email"": """", ""company"": ""Waukegan Gurnee Glass Company"", ""title"": ""Project Manager"", ""phone"": ""(847) 623-4141"", ""score"": ""6"", ""linkedin"": ""https://www.linkedin.com/in/kevin-grissom-a637352b""}]","4.0","False","Good confidence score; Matches ICP; No decision makers found",""
"Reborn Cabinets, Inc.","https://www.thomasnet.com/company/reborn-cabinets-inc-30756040/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","Anaheim, CA 92806","/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Freborncabinets.com.png&w=256&q=75","Custom Manufacturer*","$1 Mil Revenue","1983.0","Custom manufacturer of cabinets for kitchens and bathrooms. Products include cabinet doors, drawer fronts and hardware. Markets served include home offices, entertainment centers, garages and closets.","No","Success","8.5","https://www.linkedin.com/company/reborn-cabinets","https://www.reborncabinets.com/","501-1000","Custom cabinetry manufacturing, kitchen and bath remodeling","No","No; Reborn Cabinets focuses on cabinetry and remodeling, not specialized door manufacturing or supply like Overly Door Co., Acudor Products, Inc., voestalpine Roll Forming Corporation.","Reborn Cabinets, Inc. is primarily a custom cabinetry and remodeling company with a strong presence in Southern California and nearby states. While they offer cabinet doors as part of their product lines, they are not specialized door manufacturers or suppliers, which differentiates them from typical Division 8 door suppliers. No confirmed evidence of DIV 8 estimators specifically employed is found; estimators are likely focused on cabinetry and remodeling projects.","Reborn Cabinets, Inc.","Custom manufacturer of cabinets for kitchens and bathrooms. Products include cabinet doors, drawer fronts and hardware. Markets served include home offices, entertainment centers, garages and closets.","[{""name"": ""Vince Nardo"", ""email"": """", ""company"": ""Reborn Cabinets, Inc."", ""title"": ""President"", ""phone"": """", ""score"": ""8"", ""linkedin"": ""https://www.linkedin.com/in/vincenardo""}, {""name"": ""Chris Lavoie"", ""email"": """", ""company"": ""Reborn Cabinets, Inc."", ""title"": ""Vice President"", ""phone"": """", ""score"": ""7"", ""linkedin"": ""https://www.linkedin.com/in/chris-lavoie-16397b165""}, {""name"": ""Seth Nardo"", ""email"": """", ""company"": ""Reborn Cabinets, Inc."", ""title"": ""Director of Operations"", ""phone"": """", ""score"": ""6"", ""linkedin"": ""https://www.linkedin.com/in/seth-nardo-066037160""}, {""name"": ""James Tryphonas"", ""email"": """", ""company"": ""Reborn Cabinets, Inc."", ""title"": ""Sales Consultant"", ""phone"": """", ""score"": ""5"", ""linkedin"": """"}, {""name"": ""Katia Gilman"", ""email"": """", ""company"": ""Reborn Cabinets, Inc."", ""title"": ""Interior Designer"", ""phone"": """", ""score"": ""4"", ""linkedin"": """"}, {""name"": ""Andre Anderson"", ""email"": """", ""company"": ""Reborn Cabinets, Inc."", ""title"": ""Business Information Systems"", ""phone"": """", ""score"": ""4"", ""linkedin"": """"}]","6.0","False","Good confidence score; Does not match ICP; No decision makers found",""
"Johnson Millwork, Inc.","https://www.thomasnet.com/company/johnson-millwork-inc-468856/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=30","East Hampton, CT 06424","","Manufacturer* , Custom Manufacturer, Service Company","$1 Mil Revenue","1966.0","Manufacturer of doors.","No","Success","8.0","https://www.linkedin.com/company/johnsons-millwork-inc","https://www.johnsonsmillwork.com","2-10","Millwork and Custom Door Manufacturing","No","Yes, Johnson Millwork, Inc. is similar to other door suppliers such as Overly Door Co., Acudor Products, Inc., and voestalpine Roll Forming Corporation based on their specialized door manufacturing and millwork services.","Johnson Millwork, Inc. is a well-established custom door and millwork manufacturer located in Tacoma, WA with over 36 years in business. The company is relevant to the door manufacturing industry and collaborates with premium door suppliers, indicating its active role in the supply of doors. No division 8 estimators have been identified on staff. The owner and principal contact is Eric Johnson, who likely serves as CEO. The company has no BBB accreditation and limited public executive information beyond the owner.","Johnson Millwork, Inc.","Manufacturer of doors.","[{""name"": ""Eric Johnson"", ""email"": """", ""company"": ""Johnson Millwork, Inc."", ""title"": ""Owner"", ""phone"": ""(253) 472-5900"", ""score"": ""8"", ""linkedin"": ""https://www.linkedin.com/in/eric-johnson-058817132""}]","1.0","False","Good confidence score; Matches ICP; No decision makers found",""
